periodo,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_depto_ubicacion,cole_mcpio_ubicacion,estu_genero,fami_estratovivienda,fami_personashogar,fami_tienecomputador,fami_tieneinternet,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20132,SB11201320143913,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 2,Tres,Si,Si,A1,47.0,43.0,,,,
20112,SB11201120205974,RURAL,N,A,MIXTO,TARDE,OFICIAL,TOLIMA,GUAMO,M,Estrato 1,Cinco,No,No,A-,43.0,41.0,,,,
20152,SB11201520501743,URBANO,N,A,MIXTO,TARDE,OFICIAL,CUNDINAMARCA,GIRARDOT,M,Estrato 2,Tres,Si,No,A1,49.0,52.0,54.0,53.0,54.0,265.0
20142,SB11201420332886,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOLIVAR,CARTAGENA,M,Estrato 2,Cuatro,No,No,A-,47.0,47.0,65.0,55.0,54.0,273.0
20172,SB11201720123594,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,QUINDIO,ARMENIA,M,Estrato 2,5 a 6,No,Si,A1,54.0,71.0,70.0,64.0,52.0,317.0
20132,SB11201320176600,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,BELLO,F,Estrato 2,Diez,No,No,A1,45.0,37.0,,,,
20172,SB11201720013841,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,HUILA,RIVERA,M,Estrato 2,5 a 6,No,No,A-,45.0,45.0,35.0,48.0,40.0,211.0
20112,SB11201120023808,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,SANTANDER,BUCARAMANGA,F,Estrato 3,Cinco,Si,Si,A-,43.0,48.0,,,,
20132,SB11201320164634,URBANO,,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTERÍA,M,Estrato 1,Cuatro,No,No,A-,35.0,40.0,,,,
20172,SB11201720388867,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,SAN PELAYO,M,Estrato 2,3 a 4,No,No,A-,36.0,40.0,51.0,44.0,55.0,233.0
20122,SB11201220145469,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,ENVIGADO,M,Estrato 3,Dos,Si,Si,A1,50.0,30.0,,,,
20122,SB11201220088983,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,MAGDALENA,FUNDACIÓN,M,Estrato 1,Diez,Si,Si,A-,40.0,43.0,,,,
20102,SB11201020593375,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,CALI,M,Estrato 2,Tres,No,No,A-,48.86,45.38,,,,
20112,SB11201120263890,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,BARRANQUILLA,M,Estrato 4,Cuatro,Si,Si,A2,55.0,59.0,,,,
20142,SB11201420225704,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,FUNZA,F,Estrato 4,Tres,Si,Si,B1,77.0,44.0,45.0,48.0,51.0,247.0
20152,SB11201520358254,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,Cuatro,Si,Si,A2,64.0,65.0,57.0,70.0,67.0,323.0
20162,SB11201620340530,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,META,GRANADA,M,Estrato 1,Ocho,No,No,A-,45.0,35.0,41.0,46.0,48.0,213.0
20102,SB11201020453518,URBANO,N,A,MIXTO,TARDE,OFICIAL,CORDOBA,MONTERÍA,M,Estrato 3,Siete,Si,Si,A1,50.1,53.37,,,,
20172,SB11201720601040,URBANO,N,A,MIXTO,NOCHE,OFICIAL,VALLE,CALI,F,,3 a 4,No,,A-,35.0,37.0,36.0,33.0,54.0,198.0
20132,SB11201320094823,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,VALLEDUPAR,F,Estrato 1,Seis,No,No,A-,39.0,43.0,,,,
20122,SB11201220247705,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,YUMBO,F,Estrato 1,Cuatro,No,No,A-,39.0,30.0,,,,
20132,SB11201320349794,RURAL,,A,MIXTO,COMPLETA,OFICIAL,SANTANDER,SAN BENITO,M,Estrato 1,Cinco,No,No,A1,48.0,57.0,,,,
20102,SB11201020054710,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CUNDINAMARCA,VIOTÁ,F,Estrato 1,Cinco,No,No,A-,47.15,42.46,,,,
20162,SB11201620004596,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,SANTANDER,SIMACOTA,F,Estrato 1,Seis,No,No,A1,57.0,53.0,62.0,48.0,62.0,282.0
20194,SB11201940574260,URBANO,N,A,MIXTO,UNICA,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 2,3 a 4,Si,Si,A-,39.0,42.0,33.0,29.0,43.0,185.0
20194,SB11201940574260,URBANO,N,A,MIXTO,UNICA,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 2,3 a 4,Si,Si,A-,39.0,42.0,33.0,29.0,43.0,185.0
20122,SB11201220236095,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,VALLE,DAGUA,M,Estrato 2,Seis,Si,No,A-,34.0,56.0,,,,
20132,SB11201320527663,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA MARTA,F,Estrato 1,Cuatro,Si,No,A-,31.0,40.0,,,,
20112,SB11201120088903,URBANO,N,A,MIXTO,NOCHE,OFICIAL,MAGDALENA,CIÉNAGA,M,Estrato 2,Cuatro,No,No,A-,30.0,39.0,,,,
20102,SB11201020295887,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,Ocho,Si,Si,B1,73.68,39.12,,,,
20142,SB11201420176315,URBANO,N,A,MIXTO,SABATINA,OFICIAL,NARIÑO,PASTO,F,Estrato 1,Cinco,No,No,A1,49.0,38.0,60.0,37.0,47.0,229.0
20122,SB11201220255674,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,META,VILLAVICENCIO,F,Estrato 2,Cuatro,Si,No,A-,42.0,42.0,,,,
20112,SB11201120433422,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,VALLEDUPAR,M,Estrato 3,Cinco,Si,Si,A1,45.0,38.0,,,,
20142,SB11201420300644,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 4,Tres,Si,No,A-,44.0,48.0,50.0,53.0,55.0,255.0
20102,SB11201020525579,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 1,,,,A-,43.11,42.46,,,,
20162,SB11201620172637,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 1,Cuatro,Si,No,A1,53.0,58.0,57.0,57.0,49.0,276.0
20172,SB11201720512280,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLIN,M,,9 o más,Si,,A-,35.0,34.0,34.0,44.0,50.0,200.0
20172,SB11201720283703,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,5 a 6,Si,Si,A1,52.0,41.0,47.0,49.0,47.0,232.0
20194,SB11201940361272,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,POPAYÁN,F,Estrato 2,5 a 6,Si,Si,A1,50.0,53.0,48.0,43.0,63.0,258.0
20194,SB11201940361272,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,POPAYÁN,F,Estrato 2,5 a 6,Si,Si,A1,50.0,53.0,48.0,43.0,63.0,258.0
20162,SB11201620538242,URBANO,,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA MARTA,M,Estrato 2,Dos,Si,Si,A-,44.0,41.0,28.0,40.0,44.0,193.0
20142,SB11201420553936,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,LA VICTORIA,M,Estrato 2,Cinco,Si,Si,A-,43.0,50.0,58.0,46.0,36.0,236.0
20102,SB11201020317334,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,Cuatro,Si,Si,A1,52.08,45.38,,,,
20172,SB11201720444978,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,CALDAS,SALAMINA,M,Estrato 1,5 a 6,Si,No,A1,51.0,38.0,37.0,40.0,40.0,198.0
20162,SB11201620488530,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,CAUCA,ARGELIA,M,Estrato 1,Tres,No,No,A1,57.0,59.0,48.0,55.0,55.0,272.0
20152,SB11201520399483,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,ATLANTICO,BARRANQUILLA,M,Estrato 2,Cuatro,Si,Si,A1,54.0,62.0,59.0,66.0,60.0,306.0
20142,SB11201420323972,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CAQUETA,MILAN,M,Estrato 1,Cuatro,No,No,A1,49.0,26.0,44.0,33.0,41.0,185.0
20132,SB11201320230886,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,TURBANÁ,M,Estrato 1,Siete,No,Si,A-,33.0,38.0,,,,
20102,SB11201020259249,URBANO,N,A,FEMENINO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 3,Diez,No,No,A-,47.15,48.09,,,,
20172,SB11201720165165,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 1,1 a 2,Si,Si,A-,33.0,37.0,34.0,39.0,47.0,194.0
20142,SB11201420404243,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SAMPUES,F,Estrato 1,Cinco,No,No,A2,59.0,50.0,56.0,49.0,57.0,267.0
20191,SB11201910005652,URBANO,N,B,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,PUERTO COLOMBIA,F,Estrato 5,3 a 4,Si,Si,A2,66.0,62.0,58.0,60.0,63.0,306.0
20132,SB11201320026414,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,TOLIMA,IBAGUÉ,M,Estrato 3,Cinco,Si,Si,A2,56.0,60.0,,,,
20112,SB11201120459397,RURAL,,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,CAJICÁ,F,Estrato 2,Seis,Si,Si,A2,53.0,59.0,,,,
20172,SB11201720399067,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,3 a 4,Si,Si,A1,49.0,45.0,43.0,50.0,54.0,240.0
20112,SB11201120391488,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOYACA,TUNJA,F,Estrato 2,Seis,No,No,A-,39.0,52.0,,,,
20122,SB11201220423122,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CAQUETA,EL DONCELLO,F,Estrato 1,Cuatro,No,No,A-,40.0,49.0,,,,
20142,SB11201420362767,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,RISARALDA,GUATICA,F,Estrato 1,Cuatro,No,No,A-,44.0,49.0,54.0,45.0,51.0,247.0
20122,SB11201220154219,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MARINILLA,M,Estrato 2,Cinco,Si,Si,A-,40.0,34.0,,,,
20194,SB11201940264821,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CHOCO,QUIBDÓ,F,Estrato 1,7 a 8,Si,Si,A-,38.0,44.0,27.0,32.0,40.0,180.0
20194,SB11201940264821,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CHOCO,QUIBDÓ,F,Estrato 1,7 a 8,Si,Si,A-,38.0,44.0,27.0,32.0,40.0,180.0
20172,SB11201720370350,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CAUCA,BUENOS AIRES,M,Estrato 2,1 a 2,Si,Si,A-,42.0,47.0,46.0,49.0,52.0,240.0
20172,SB11201720016902,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 2,3 a 4,Si,Si,A-,46.0,68.0,57.0,56.0,38.0,270.0
20122,SB11201220035164,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,OVEJAS,M,Estrato 1,Ocho,No,No,A1,52.0,52.0,,,,
20122,SB11201220148758,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ITAGÜÍ,F,,Tres,No,No,A1,51.0,39.0,,,,
20132,SB11201320441691,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,COPACABANA,F,Estrato 2,Dos,Si,Si,A1,43.0,52.0,,,,
20122,SB11201220065376,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,HUILA,NEIVA,F,Estrato 3,Cuatro,Si,Si,A1,48.0,53.0,,,,
20102,SB11201020476069,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CUNDINAMARCA,NARIÑO,F,Estrato 1,Cuatro,No,No,A-,43.53,42.46,,,,
20132,SB11201320295003,RURAL,,A,MIXTO,MAÑANA,OFICIAL,CESAR,GAMARRA,F,Estrato 2,Seis,No,No,A-,39.0,43.0,,,,
20172,SB11201720011070,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,COPACABANA,F,,9 o más,Si,,A-,43.0,52.0,50.0,42.0,53.0,244.0
20122,SB11201220053826,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,GUACHETÁ,F,Estrato 1,Siete,No,No,A-,30.0,38.0,,,,
20162,SB11201620456992,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA,F,Estrato 1,Cuatro,Si,Si,A1,51.0,46.0,53.0,49.0,49.0,248.0
20122,SB11201220044319,URBANO,N,A,MIXTO,TARDE,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 2,Cuatro,No,No,A-,39.0,38.0,,,,
20194,SB11201940109989,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUÉ,M,Estrato 2,3 a 4,Si,Si,A1,49.0,43.0,38.0,40.0,52.0,218.0
20194,SB11201940109989,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUÉ,M,Estrato 2,3 a 4,Si,Si,A1,49.0,43.0,38.0,40.0,52.0,218.0
20162,SB11201620143472,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,LA GUAJIRA,RIOHACHA,M,Estrato 1,Cuatro,Si,Si,A1,56.0,51.0,56.0,59.0,63.0,286.0
20162,SB11201620517171,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Cinco,Si,Si,A2,59.0,59.0,64.0,59.0,67.0,310.0
20112,SB11201120535970,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,SABANETA,M,Estrato 3,Cuatro,Si,Si,A1,43.0,43.0,,,,
20172,SB11201720331282,URBANO,N,A,MASCULINO,UNICA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,5 a 6,Si,Si,A2,64.0,74.0,57.0,65.0,41.0,298.0
20162,SB11201620003049,RURAL,,A,MIXTO,COMPLETA,OFICIAL,HUILA,LA PLATA,M,Estrato 1,Cinco,No,No,A-,35.0,34.0,35.0,43.0,37.0,186.0
20122,SB11201220086233,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,ARIGUANÍ,F,Estrato 2,Tres,Si,Si,A1,45.0,45.0,,,,
20112,SB11201120057063,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CUNDINAMARCA,COGUA,M,Estrato 3,Cinco,Si,No,A-,27.0,45.0,,,,
20162,SB11201620440558,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ATLANTICO,PUERTO COLOMBIA,M,Estrato 1,Cuatro,No,No,A-,32.0,50.0,32.0,44.0,46.0,212.0
20132,SB11201320323918,URBANO,N,A,MIXTO,TARDE,OFICIAL,SANTANDER,BUCARAMANGA,F,Estrato 2,Once,No,No,A2,58.0,47.0,,,,
20194,SB11201940097988,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,3 a 4,Si,Si,A2,62.0,53.0,56.0,43.0,56.0,264.0
20194,SB11201940097988,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,3 a 4,Si,Si,A2,62.0,53.0,56.0,43.0,56.0,264.0
20132,SB11201320295717,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,PRADERA,F,Estrato 1,Cuatro,No,No,A1,47.0,34.0,,,,
20132,SB11201320256690,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 1,Siete,No,No,A1,43.0,52.0,,,,
20132,SB11201320296466,RURAL,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,RIONEGRO,M,Estrato 3,Cinco,No,No,A-,43.0,41.0,,,,
20152,SB11201520413236,RURAL,N,A,MIXTO,NOCHE,OFICIAL,CUNDINAMARCA,CHIA,M,Estrato 3,Doce o más,Si,Si,A-,35.0,62.0,60.0,52.0,49.0,271.0
20162,SB11201620438669,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CHOCO,QUIBDO,M,Estrato 2,Tres,Si,Si,A1,54.0,49.0,48.0,52.0,53.0,254.0
20142,SB11201420402901,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CALDAS,MARMATO,M,Estrato 2,Seis,Si,Si,A-,47.0,41.0,47.0,42.0,40.0,214.0
20102,SB11201020481957,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,VIANÍ,F,Estrato 2,Siete,No,No,A1,50.87,53.16,,,,
20172,SB11201720319780,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CUNDINAMARCA,SAN ANTONIO DE TEQUENDAMA,F,Estrato 1,3 a 4,No,Si,A-,33.0,33.0,46.0,43.0,49.0,210.0
20194,SB11201940523422,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,RISARALDA,M,Estrato 2,1 a 2,No,Si,A-,42.0,60.0,43.0,49.0,58.0,258.0
20194,SB11201940523422,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,RISARALDA,M,Estrato 2,1 a 2,No,Si,A-,42.0,60.0,43.0,49.0,58.0,258.0
20132,SB11201320439269,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Seis,No,No,A2,58.0,54.0,,,,
20172,SB11201720398019,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CASANARE,PORE,F,Estrato 1,5 a 6,No,No,A1,55.0,42.0,40.0,39.0,50.0,218.0
20112,SB11201120136394,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,BELLO,M,Estrato 3,Cuatro,No,No,A1,43.0,38.0,,,,
20102,SB11201020252909,URBANO,S,A,MIXTO,TARDE,OFICIAL,PUTUMAYO,MOCOA,F,Estrato 1,Nueve,No,No,A1,49.66,35.39,,,,
20152,SB11201520114563,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Cuatro,Si,Si,A2,65.0,80.0,62.0,64.0,50.0,320.0
20172,SB11201720015170,RURAL,N,A,MASCULINO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 4,3 a 4,Si,Si,A2,65.0,64.0,51.0,60.0,59.0,295.0
20112,SB11201120258643,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,Cuatro,No,No,A1,45.0,49.0,,,,
20152,SB11201520213575,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,AMAZONAS,LETICIA,M,Estrato 1,Seis,Si,No,A1,49.0,28.0,38.0,47.0,40.0,195.0
20142,SB11201420277977,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,CHINCHINA,M,Estrato 3,Cuatro,Si,Si,A1,55.0,55.0,51.0,56.0,57.0,274.0
20132,SB11201320095224,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CESAR,PUEBLO BELLO,M,Estrato 1,Siete,No,No,A1,47.0,37.0,,,,
20162,SB11201620229229,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,BELLO,M,Estrato 2,Cuatro,Si,Si,A1,54.0,61.0,52.0,57.0,51.0,276.0
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20102,SB11201020220853,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,CALI,F,Estrato 2,Tres,No,No,A-,47.58,53.16,,,,
20142,SB11201420031315,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,EL COCUY,M,Estrato 1,Cuatro,No,No,A-,41.0,49.0,47.0,39.0,45.0,223.0
20132,SB11201320100114,URBANO,N,A,MIXTO,SABATINA,OFICIAL,ANTIOQUIA,BELLO,F,Estrato 1,Cuatro,Si,Si,A1,43.0,38.0,,,,
20194,SB11201940565114,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,Estrato 2,7 a 8,Si,Si,A1,56.0,47.0,53.0,47.0,58.0,258.0
20194,SB11201940565114,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,Estrato 2,7 a 8,Si,Si,A1,56.0,47.0,53.0,47.0,58.0,258.0
20141,SB11201410008271,URBANO,N,B,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,PUERTO COLOMBIA,M,Estrato 5,Cuatro,Si,Si,B1,75.0,55.0,,,,
20122,SB11201220040478,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUÉ,M,Estrato 3,Cinco,Si,Si,B1,70.0,55.0,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20102,SB11201020123032,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Tres,No,No,A-,37.19,45.38,,,,
20132,SB11201320100382,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 2,Tres,Si,No,A1,47.0,44.0,,,,
20142,SB11201420060379,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,CERETE,M,Estrato 1,Cinco,No,No,A-,38.0,50.0,41.0,41.0,29.0,200.0
20194,SB11201940289699,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,VILLA DEL ROSARIO,F,Estrato 2,7 a 8,Si,Si,A1,48.0,49.0,55.0,50.0,61.0,267.0
20194,SB11201940289699,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,VILLA DEL ROSARIO,F,Estrato 2,7 a 8,Si,Si,A1,48.0,49.0,55.0,50.0,61.0,267.0
20172,SB11201720220468,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,5 a 6,No,Si,A1,50.0,47.0,54.0,59.0,54.0,266.0
20141,SB11201410056678,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,ENVIGADO,F,Estrato 3,Dos,Si,Si,A-,40.0,48.0,,,,
20172,SB11201720423480,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,5 a 6,Si,No,A-,40.0,36.0,38.0,43.0,53.0,212.0
20152,SB11201520070556,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,SOLEDAD,M,Estrato 2,Cuatro,Si,Si,A2,64.0,67.0,54.0,64.0,54.0,300.0
20142,SB11201420528409,URBANO,,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTERIA,F,Estrato 1,Tres,No,No,A1,51.0,56.0,58.0,52.0,56.0,276.0
20112,SB11201120283983,URBANO,N,A,FEMENINO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Tres,Si,No,A-,39.0,55.0,,,,
